Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2014-2015,Maharashtra,Pharmacy,UG,1-2189107701,ADITYA PHARMACY COLLEGE,SARDA ESTATE NALWANDI ROAD BEED,BEED,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,UG,1-2190736321,DATTAKALA COLLEGE OF PHARMACY,"GAT NO. 541/2, 527, OFF PUNE-SOLAPUR HIGHWAY, A/P- SWAMI-CHINCHOLI, TAL- DAUND, DIST- PUNE PIN- 413130",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,UG,1-2191614891,MAHARASHTRA INSTITUTE OF PHARMACY (B. PHARM.),"CHOUGAN PHATA, ARMORI ROAD, (BETALA) TA.:- BRAMHAPURI DISTT.:- CHANDRAPUR (M.S.) 441206",CHANDRAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013010282,SARASWATHI VIDYA BHAVAN`S COLLEGE OF PHARMACY,"SONARPADA, KALYAN - SHIL ROAD, DOMBIVILI (E)- 421204",THANE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013015019,HON.SHRI BABANRAO PACHPUTE VICHARDHARA TRUST'S GROUP OF INSTITUTIONS,"A/P KASHTI, TAL: SHRIGONDA DIST: AHMEDNAGAR MAHARASHTRA - 414701",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013022828,M.C.E. S. ALLANA COLLEGE OF PHARMACY,"2390 K.B. HIDAYATULLAH ROAD, AZAM CAMPUS",PUNE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013032770,"GOURISHANKAR INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LIMB, SATARA",AT/POST LIMB SURVEY NO.990 TAL.& DIST.SATARA,SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013034547,LATE NARAYANDAS BHAWANDAS CHHABADA INSTITUTE OF PHARAMCY (DEGREE),"SURVEY.NO.259, A/P. RAIGAON. TAL. JAOLI, DIST. SATARA",SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013039993,SMT. KISHORITAI BHOYAR COLLEGE OF PHARMACY,"NEAR RAILWAY STATION NEW KAMPTEE,NAGPUR",NAGPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013042107,R. C. PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH,"NEAR KARWAND NAKA, SHIRPUR DIST. DHULE MAHARASHTRA 425405",DHULE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013045865,VIVEKANAND EDUCATION SOCIETY'S COLLEGE OF PHARMACY,"HASHU ADVANI MEMORIAL COMPLEX, BEHIND COLLECTOR COLONY, CHEMBUR (EAST), MUMBAI - 400 074",MUMBAI SUBURBAN,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013057092,INDIRA INSTITUTE OF PHARMACY,"AT POST SADAVALI TAL- SANGAMESHWAR, DIST- RATNAGIRI",RATNAGIRI,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013078878,RAJARSHI SHAHU COLLEGE OF PHARMACY AND RESEARCH,"S.NO. 82/2, PUNE-MUMBAI BYPASS HIGHWAY, TATHAWADE, PUNE-33",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013079309,"SGSPS, INSTITUTE OF PHARMACY","SHIVSHAKTI PRATISTHAN, HINGNA ROAD KAULKHED AKOLA",AKOLA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013120378,"COLLEGE OF PHARMACY, MEDHA","AT- JAWALWADI, POST- MEDHA, TAL- JAOLI, DIST- SATARA, MAHARASHTRA",SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013120577,PRIYADARSHINI J. L. COLLEGE OF PHARMACY,"ELECTRONIC ZONE BUILDING, MIDC, HINGNA ROAD, NAGPUR",NAGPUR,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013123672,"SHREE SURESHDADA JAIN INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, JAMNER","P. O. BOX NO. 20, JAMNER-424206 , TAH. JAMNER, DIST. JALGAON, (M. S.), (INDIA)",JALGAON,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013131350,INDIRA COLLEGE OF PHARMACY,"AT POST VISHNUPURI, NANDED",NANDED,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013162942,BHARATI VIDYAPEETH'S COLLEGE OF PHARMACY,"SECTOR-8, C.B.D., BELAPUR, NAVI MUMBAI - 400614.",THANE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013165291,VISHAL JUNNAR SEVA MANDAL'S VISHAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,"ALE, TAL - JUNNAR DIST - PUNE",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013174131,ORIENTAL COLLEGE OF PHARMACY,"SECTOR-2,PLOT NO.3,4,5 NEAR SANPADA RAILWAY STATION SANPADA(W),NAVI MUMBAI 400 705",MUMBAI CITY,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013195892,"SAHYADRI SHIKSHAN SANSTHA, COLLEGE OF PHARMACY","A/P. SAWARDE, TAL: CHIPLUN, DIST: RATNAGIRI",RATNAGIRI,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013197376,"SHRI RISHIKESH SHIKSHAN PRASARAK MANDAL, D.D.VISPUTE COLLEGE OF PHARMACY & RESEARCH CENTER","AT POST DEVAD, GUT NO 104, NEW PANVEL, TAL: PANVEL, DIST: RAIGAD 410206",RAIGAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013204474,SHREE SANTKRUPA COLLEGE OF PHARMACY,AT/POST-GHOGAON TAL-KARAD DIST-SATARA,SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013269955,JAYAWANTRAO SAWANT COLLEGE OF PHARMACY & RESEARCH,"SR.NO 58, , HANDEWADI ROAD, HADAPSAR, PUNE-411028.",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013300045,SHRI BALAJI SHIKSHAN PRASARAK MANDAL'S B.PHARMACY COLLEGE,"RING ROAD, AMBAJOGAI, DIST-BEED",BEED,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013325841,COLLEGE OF PHARMACY,"S. NO. 273-1/A, NH NO. 6, SAKEGAON, TAL. BHUSAWAL, DIST. JALGAON. PIN 425201",JALGAON,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013375038,SUDHAKARRAO NAIK INSTITUTE OF PHARMACY,NAGPUR ROAD PUSAD DIST:YAVATMAL,YAVATMAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013378609,SINHGAD INSTITUTE OF PHARMACY,"MUMBAI-PUNE BYPASS, OFF. SMT. KASHIBAI NAVALE HOSPITAL, NARHE ROAD, NARHE (AMBEGAON)",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013386615,"SHREE WARANA VIBHAG SHIKSHAN MANDAL'S TATYASAHEB KORE COLLEGE OF PHARMACY, WARANANAGAR","TATYASAHEB KORE COLLEGE OF PHARMACY, WARANANAGAR, AT POST: WARANANAGAR, TAL: PANHALA, DIST: KOLHAPUR 4116113 MAHARASHATRA STATE",KOLHAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013455638,GURUNANAK COLLEGE OF PHARMACY,"KH.NO.81/1, MAUZA NARI, NEAR DIXIT NAGAR, KAMPTEE ROAD, BEHIND C.P. FOUNDRY NAGPUR - 440026",NAGPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013482349,YASHODA TECHNICAL CAMPUS SATARA,"S. N. 242/1 AT POST - WADHE, TAL DIST - SATARA",SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013483453,YAVATMAL ZILLA VIKAS SAMITI'S PATALDHAMAL WADHWANI COLLEGE OF PHARMACY,DHAMANGAON ROAD YAVATMAL,YAVATMAL,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013498386,"SATARA COLLEGE OF PHARMACY,SATARA.","PLOT NO 1539,NEW ADDITIONAL MIDC,BEHIND SPICER INDIA LTD,DEGAON,SATARA.(MAHARASHTRA.) 415 004.",SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013498799,BOMBAY COLLEGE OF PHARMACY,"KALINA, SUNDER NAGAR, SANTACRUZ (E)",MUMBAI CITY,Govt aided,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013540815,PADM.DR.D.Y.PATIL COLLEGE OF PHARMACY,"DR.D.Y.PATIL EDUCATIONAL COMPLEX, SECTOR NO. 29, PRADHIKARAN, AKURDI, PUNE",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013551503,"SHRI VITHAL EDUCATION AND RESEARCH INSTITUTES'S COLLEGE OF PHARMACY, PANDHARPUR","GOPALPUR-RANJANI ROAD, GOPALPUR, TAL. PANDHARPUR DIST. SOLAPUR",SOLAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013570563,ALARD COLLEGE OF PHARMACY,"S.NO. 50, NEAR RAJIV GANDHI INFOTECH PARK, VILLAGE MARUNJE, TAEHSIL MULSHI, DISTRICT PUNE",PUNE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013580470,"YASH INSTITUTE OF PHARMACY, AURANGABAD.","GUT NO. 115,TISGAON, SOUTH CITY, WALUJ ROAD, AURANGABAD",AURANGABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013611819,SANDIP INSTITUTE OF PHARMACEUTICAL SCIENCES,"TRIMBAK ROAD, A/P:MAHIRAVANI, TAL.& DIST.:NASHIK",NASHIK,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013626892,"ASPM'S K. T. PATIL COLLEGE OF PHARMACY, OSMANABAD.","SIDDHARTH NAGAR, BARSHI ROAD, OSMANABAD.413501(M.S)",OSMANABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013643754,DCS'S A.R.A.COLLEGE OF PHARMACY,"SERVEY NO.312/B, MUMBAI-AGRA HIGHWAY,NAGAON,DHULE",DHULE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013643932,MET'S INSTITUTE OF PHARMACY,"BHUJBAL KNOWLEDGE CITY, MET LEAGUE OF COLLEGES, ADGAON, TALUKA :NASHIK, DISTRICT : NASHIK, PIN- 422 003 (MS)",NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013644387,DR. L. H. HIRANANDANI COLLEGE OF PHARMACY,"SMT. CHM CAMPUS, OPP. ULHASNAGAR RAILWAY STATION, ULHASNAGR (WEST) TAL: KALYAN DISTRICT: THANE",THANE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013653821,JAYAWANT SHIKSHAN PRASARAK MANDAL'S CHARAK COLLEGE OF PHARMACY & RESEARCH,"GAT NO. 720/1&2, WAGHOLI, HAVELI, PUNE: 412207",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013666956,P.S.G.V.P.MANDAL'S COLLEGE OF PHARMACY,"KHETIYA ROAD, SHAHADA",NANDURBAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013669715,"ASHOKRAO MANE COLLEGE OF PHARMACY, PETH VADGAON","VATHAR-VADGAON ROAD,",KOLHAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013679416,SMT. KASHIBAI NAVALE COLLEGE OF PHARMACY,"NEAR OCTROI POST, KONDHWA- SASWAD ROAD KONDHWA (BK.)",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013702570,Y. B. CHAVAN COLLEGE OF PHARMACY,"DR RAFIQ ZAKARIA CAMPUS, DR RAFIQ ZAKARIA MARG, RAUZA BAUGH, AURANGABAD 4311001, MAHARASHTRA.",AURANGABAD,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013718435,"SINHGAD INSTITUTE OF PHARMACEUTICAL SCIENCES, LONAVALA","GAT NO. 309 /310 KUSGAON (BK), OFF MUMBAI-PUNE EXPRESSWAY LONAVALA, TAL-MAVAL, DIST-PUNE, MAHARASHTRA PIN:410401",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013729000,"NAGAON EDUCATION SOCIETY'S GANGAMAI COLLEGE OF PHARMACY, NAGAON,TAL. DIST. DHULE","NAGAON EDUCATION SOCIETY'S GANGAMAI COLLEGE OF PHARMACY, NAGAON,TAL. DIST. DHULE",DHULE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013746520,MAHARASHTRA ACADEMY OF ENGINEERING & EDUCATIONAL RESEARCH'S MAHARASHTRA INSTITUTE OF PHARMACY,"MAHARASHTRA ACADEMY OF ENGINEERING & EDUCATIONAL RESEARCH'S MAHARASHTRA INSTITUTE OF PHARMACY S. NO. 124, MIT CAMPUS, EX-SERVICEMEN COLONY, PAUD ROAD",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013756677,DADASAHEB BALPANDE COLLEGE OF PHARMACY,"NEAR SWAMI SAMARTH DHAM MANDIR, AT POST: MAHALGI NAGAR, BESA, NAGPUR-440034",NAGPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013760202,GAHLOT INSTITUTE OF PHARMACY,"PLOT NO.59,SECTOR-14,KOPARKHAIRANE,NAVI MUMBAI-400709.",THANE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013879155,SHRI BHAGWAN COLLEGE OF PHARMACY,"DR.Y.S.KHEDKAR MARG, N-6 CIDCO, AURANGABAD (M.S.) 431003",AURANGABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013885229,"SMT.SHARADCHANDRIKA SURESH PATIL COLLEGE OF PHARMACY, CHOPDA","MGS MANDAL CAMPUS, YAWAL ROAD,",JALGAON,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013933883,SANT GAJANAN MAHARAJ COLLEGE OF PHARMACY,"SITE - CHINCHEWADI, MAHAGAON",KOLHAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013936989,GOVERNMENT COLLEGE OF PHARMACY KARAD,"SAIDAPUR, VIDYANAGAR, KARAD TAL-KARAD, DIST-SATARA MAHARASHTRA, PIN-415124",SATARA,Government,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013945644,D.S.T.S MANDAL'S COLLEGE OF PHAMACY,"JULE SOLAPUR - I , VIJAPUR ROAD",SOLAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013961297,"MAHATMA GANDHI VIDYAMANDIR'S PHARMACY COLLEGE, PANCHAVATI, NASHIK-3","MUMBAI AGRA ROAD, NEAR KANNAMWAR BRIDGE, PANCHAVATI, NASHIK-422 003",NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013982973,S.N.D.COLLEGEOF PHARMACY,AT/POST-BABHULGAON TAL-YEOLA DIST-NASHIK PIN-423401,NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013985434,ALI-ALLANA COLLLEGE OF PHARMACY,MOLGI RAOD AKKALKUWA DIST. NANDUBAR-425415,NANDURBAR,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2013985646,PRES'S COLLEGE OF PHARMACY (FOR WOMEN),"CHINCHOLI, TAL: SINNAR",NASHIK,Unaided - Private,Y,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014001574,K.B.H.S.S.TRUST'S INSTITUTE OF PHARMACY,"OPP. JAJUWADI, BHAYGAON ROAD, KRISHI NAGAR MALEGAON CAMP MALEGAON",NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014096867,RAJARSHI SHAHU COLLEGE OF PHARMACY,"RAJARSHI SHAHU COLLEGE OF PHARMACY RAJARSHI SHAHU NAGAR, BOTHA ROAD, MALVIHIR, BULDANA-443 001",BULDHANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014127905,SIDDHANT COLLGE OF PHARMACY,"VILLAGE : SUDUMBARE, TALEGAON CHAKAN ROAD, TALUKA : MAVAL, DISTRICT : PUNE - 412109",PUNE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014139800,KAMLA NEHRU COLLEGE OF PHARMACY,"BORKHEDI (GATE), NEAR BUTIBORI RLY. CROSSING, BUTIBORI, NAGPUR 441108, MS, INDIA",NAGPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014148229,"ANURADHA COLLEGE OF PHARMACY, CHIKHLI","ANURADHA NAGAR, SAKEGAON ROAD, CHIKHLI- 443201, DIST. BULDANA (MAHARASHTRA)",BULDHANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014150912,"DR.VEDPRAKASH PATIL PHARMACY COLLEGE,GEORI TANDA, AURANGABAD.","SHRI DHANESHWARI MANAV VIKAS MANDAL'S, DR.VEDPRAKASH PATIL PHARMACY COLLEGE, GEORI TANDA, AURANGABAD.431001 STATE-MAHARASHTRA",AURANGABAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014151145,GOVT. COLLEGE OF PHARMACY,"KATHORA NAKA, , AMRAVATI.444604",AMRAVATI,Government,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014156746,"MULA EDUCATION SOCIETY'S COLLEGE OF PHARMACY,SONAI.","AT/POST-SONAI, TAL-NEWASA ,DIST-AHMEDNAGAR",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014163430,"SCHOOL OF PHARMACY, SWAMI RAMANAND TEERTH MARATHWADA UNIVERSITY, NANDED","DNYANTEERTH, VISHNUPURI, NANDED",NANDED,Government,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014168563,"KCT'S RAVINDRA GAMBHIRRAO SAPKAL COLLEGE OF PHARMACY, ANJANERI,WADHOLI TAL-TRIMBAK, NASHIK","KALYANI CHARITABLE TRUST'S RAVINDRA GAMBHIRRAO SAPKAL COLLEGE OF PHARMACY, KALYANI HILLS, SAPKAL KNOWLEDGE HUB, ANJANERI, TAL-TRIMBAK DIST NASHIK.(MAH",NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014168764,C. U. SHAH COLLEGE OF PHARMACY,"S.N.D.T. WOMEN'S UNIVERSITY, SIR VITHALDAS VIDYAVIHAR, JUHU, SANTACRUZ (W) MUMBAI - 400 049",MUMBAI CITY,Govt aided,Y,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014171724,H.R.PATEL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,KARWAND NAKA,DHULE,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014177616,IBSS COLLEGE OF PHARMACY MALKAPUR,IBSS COLLEGE OF PHARMACY HANUMAN NAGAR MAKAPUR DISTRICT BULDANA,BULDHANA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014177884,CHANNABASWESHWAR PHARMACY COLLEGE ( DEGREE),"BASWESHWAR CHOWK, KAVA ROAD,",LATUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014178052,"POONA COLLEGE OF PHARMACY, ERANDWANE, PUNE","BHARATI VIDYAPEETH DEEMED UNIVERSITY POONA COLLEGE OF PHARMACY PAUD ROAD ERANDWANE, PUNE-411 038",PUNE,Govt aided,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014178341,"SANJIVANI COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH, KOPARGAON","AT- SAHAJANANDNAGAR, POST- SHINGNAPUR, TAL.- KOPARGAON, DIST.- AHMEDNAGAR.(M.S.) PIN- 423 603",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014179787,"AMRUTVAHINI COLLEGE OF PHARMACY, SANGAMNER","AMRUTNAGAR, P.O.SANGAMNER S.K.",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014180074,PADMASHRI DR.VITHALRAO VIKHE PATIL FOUNDATION'S COLLEGE OF PHARMACY,"P.O.M.I.D.C., VILAD-GHAT, AHMEDNAGAR-414111 (MAHARASHTRA).",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014180364,PRAVARA RURAL COLLEGE OF PHARMACY,"A/P- LONI BK., TAL- RAHATA, DIST- AHMEDNAGAR, MAHARASHTRA, PIN-413736",AHMEDNAGAR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014182532,INSTITUTE OF CHEMICAL TECHNOLOGY,"NATHALAL PAREKH MARG, MATUNGA",MUMBAI CITY,Govt aided,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014184293,POONA DISTRICT EDUCATION ASSOCIATIONâS SETH GOVIND RAGHUNATH SABLE COLLEGE OF PHARMACY,"PDEA'S SETH GOVIND RAGHUNATH SABLE COLLEGE OF PHARMACY,SASWAD, TALUKA-PURANDHAR, DIST-PUNE, PINCODE-412301",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014187593,ARVIND GAVALI COLLEGE OF PHARMACY,"SURVEY NO. 261,JAITAPUR,SATARA RAHIMATPUR ROAD,TAL. & DIST.SATARA 415004 (MAHARASHTRA)",SATARA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014187778,SINHGAD TECHNICAL EDUCATION SOCIETY'S SINHGAD COLLEGE OF PHARMACY,"S. NO.44/1, OFF SINHGAD ROAD, VADGAON (BK.),",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2014198541,LOKNETE DR. J. D. PAWAR COLLEGE OF PHARMACY,"A/P- MANUR, TAL: KALWAN DIST: NASHIK",NASHIK,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018414717,"KONKAN GYANPEETH RAHUL DHARKAR COLLEGE OF PHARMACY AND RESEARCH INSTITUTE,KARJAT","VENGAON ROAD,DAHIVALI, TALUKA - KARJAT. DIST - RAIGAD PIN - 410201 MAHARASHTRA (INDIA)",RAIGAD,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018475702,NANDED PHARMACY COLLEGE,"OPP. KASTURBA MATRU SEVA KEMDRA, SHYAM NAGAR, SSBES CAMPUS, NANDED",NANDED,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018619995,AISSMS COLLEGE OF PHARMACY,"KENNEDY ROAD, NEAR R.T.O., PUNE",PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018624603,SVPM'S COLLEGE OF PHARMACY,MALEGAON(BK) TAL- BARAMATI,PUNE,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018627908,INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH,"AT. POST. BORGAON (MEGHE), TAHSIL - WARDHA, DISTRICT-WARDHA MAHARASHTRA STATE 442 001",WARDHA,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018636598,PRIN.K.M.KUNDNANI COLLEGE OF PHARMACY,"HYDERABAD(SIND) NATIONAL COLLEGIATE BOARD'S PRIN.K.M.KUNDNANI COLLEGE OF PHARMACY 23, JOTE JOY BLDG, RAMBHAU SALGAONKAR MARG, CUFFE PARADE, MUMBA",MUMBAI CITY,Govt aided,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018636816,"APPASAHEB BIRNALE COLLEGE OF PHARMACY, SANGLI","SANGLI-MIRAJ ROAD, SOUTH SHIVAJINAGAR, SANGLI-416416 MAHARASHTRA",SANGLI,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018638583,"BHARATI VIDYAPEETH COLLEGE OF PHARMACY, KOLHAPUR","NEAR CHITRANAGARI, KOLHAPUR - 416 013",KOLHAPUR,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018651501,"MVP SAMAJ'S COLLEGE OF PHARMACY, NASHIK","MVP CAMPUS,GANGAPUR ROAD, NASHIK",NASHIK,Govt aided,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018653198,"RAJARAMBAPU COLLEGE OF PHARMACY, KASEGAON","A/P. KASEGAON, TAL: WALWA, DIST: SANGLI, MS, INDIA, 415404",SANGLI,Unaided - Private,N,N,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018663493,HUMERA KHAN COLLEGE OF PHARMACY,"H. K. BUILDING, ADJACENT TO MHADA COMPLEX, PRATIKSHA NAGAR, OSHIWARA, JOGESHWARI(W), MUMBAI - 400 102.",MUMBAI CITY,Unaided - Private,N,Y,Click Here,NA
2014-2015,Maharashtra,Pharmacy,PG,1-2018667161,MAHARASHTRA COLLEGE OF PHARMACY,NILANGA,LATUR,Unaided - Private,N,N,Click Here,NA
